user_id,title,short_description,long_description,title_trans,short_description_trans,long_description_trans,technical assistance?,feasibility study?,purpose code,Difficulty level,Non-natural disaster,activity code1,activity code2,activity code3,activity code4,activity code5,activity code6,activity code7,activity code8,activity code9
40818398,"REFORZAMIENTO INSTITUCIONAL, DESARROLLO DE LA ADMINISTRACIÓN PÚBLICA, CENTRAL Y LOCAL MEXICANAS","PUBLIC, CENTRAL AND LOCAL ADMINISTRATION DEVELOPMENT, INSTIT. STRENGTH.","REFORZAMIENTO INSTITUCIONAL, DESARROLLO DE LA ADMINISTRACIÓN P´JBLICA, CENTRAL Y LOCAL MEXICANAS",STRENGTHENING INSTITUTIONAL DEVELOPMENT OF PUBLIC ADMINISTRATION AND LOCAL CENTRAL MEXICAN,"PUBLIC, CENTRAL AND LOCAL ADMINISTRATION DEVELOPMENT, INSTIT. STRENGTH.","STRENGTHENING INSTITUTIONAL DEVELOPMENT ADMINISTRATION P'JBLICA, CENTRAL AND LOCAL MEXICAN",,,15140,4,,15140.03,,,,,,,,
40818398,'PUBLICADMIN REFORM STUDY','PUBLICADMIN REFORM STUDY',"'SIDA WILL SUPPORT THE INCEPTION STUDY FOR A PROJECT ON DEVELOPMENT OF THE FEDERAL ADMINISTRATION IN RUSSIA. THE SUPPORT WILL CONSIST OF     FINANCING A NUMBER OF ACTIVITIES LISTED BELOW. THE EXECUTING SWEDISH  PARTY IN THIS PROJECT IS ""STATSKONTORET"".'",'PUBLICADMIN REFORM STUDY','PUBLICADMIN REFORM STUDY',"'SIDA WILL SUPPORT THE INCEPTION STUDY FOR A PROJECT ON DEVELOPMENT OF THE FEDERAL ADMINISTRATION IN RUSSIA. THE SUPPORT WILL CONSIST OF     FINANCING A NUMBER OF ACTIVITIES LISTED BELOW. THE EXECUTING SWEDISH  PARTY IN THIS PROJECT IS ""STATSKONTORET"".'",,,15140,2,,15140.01,,,,,,,,
40818398,RESEARCH PUB & OUTREACH FOR PNG & PAC,PUBLICATION & OUTREACH ACTIVITIES FOR SCHOLARSHIP IN PNG & PACIFIC REG.,"THIS PROJECT SUPPORTS PUBLICATION AND OUTREACH ACTIVITIES FOR SCHOLARSHIP IN PAPUA NEW GUINEA AND THE PACIFIC REGION. THE GOAL OF THE PROJECT IS TO ENCOURAGE AND SUPPORT SCHOLARSHIP ON DEVELOPMENT ISSUES IN PNG AND THE PACIFIC REGION, AND TO ENSURE THAT THE RESULTS OF THIS SCHOLARSHIP ARE DISSEMINATED EFFECTIVELY VIA PUBLICATION AND OUTREACH ACTIVITIES THE OBJECTIVES OF THE PROJECT ARE; - TO ENSURE, VIA A SERIAL PUBLICATION (PACIFIC ECONOMIC BULLETIN, THAT SCHOLARSHIP ON DEVELOPMENT ISSUES IN PNG AND THE PACIFIC REGION REACHES AN AUDIENCE BOTH WITHIN AND OUTSIDE AUSTRALIA WITH A FOCUS ON ACADEMICS AND POLICY MAKERS IN THE AREAS OF GOVERNMENT, BUSINESS AND NGOS. - TO ENSURE VIA A SEMINAR SERIES, THAT THE ISSUES RAISED AS A RESULT OF THE SCHOLARSHIP ON DEVELOPMENT ARE DISCUSSED BY ACADEMICS, POLICY MAKERS AND OTHER ANALYSTS IN THE REGIONSUCH AS REPRESENTATIVES FROM GOVERNMENTS, CONSULTING FIRMS, NGOS AND BUSINESS. - TO ENSURE THAT THE OUTREACH COMPONENT OF THE OF THE ACTIVITY ENCOURAGES LINKAGES BETWEEN THE CON",RESEARCH PUB & OUTREACH FOR PNG & PAC,PUBLICATION & OUTREACH ACTIVITIES FOR SCHOLARSHIP IN PNG & PACIFIC REG.,"THIS PROJECT SUPPORTS PUBLICATION AND OUTREACH ACTIVITIES FOR SCHOLARSHIP IN PAPUA NEW GUINEA AND THE PACIFIC REGION. THE GOAL OF THE PROJECT IS TO ENCOURAGE AND SUPPORT SCHOLARSHIP ON DEVELOPMENT ISSUES IN PNG AND THE PACIFIC REGION, AND TO ENSURE THAT THE RESULTS OF THIS SCHOLARSHIP ARE DISSEMINATED EFFECTIVELY VIA PUBLICATION AND OUTREACH ACTIVITIES THE OBJECTIVES OF THE PROJECT ARE; - TO ENSURE, VIA A SERIAL PUBLICATION (PACIFIC ECONOMIC BULLETIN, THAT SCHOLARSHIP ON DEVELOPMENT ISSUES IN PNG AND THE PACIFIC REGION REACHES AN AUDIENCE BOTH WITHIN AND OUTSIDE AUSTRALIA WITH A FOCUS ON ACADEMICS AND POLICY MAKERS IN THE AREAS OF GOVERNMENT, BUSINESS AND NGOS. - TO ENSURE VIA A SEMINAR SERIES, THAT THE ISSUES RAISED AS A RESULT OF THE SCHOLARSHIP ON DEVELOPMENT ARE DISCUSSED BY ACADEMICS, POLICY MAKERS AND OTHER ANALYSTS IN THE REGIONSUCH AS REPRESENTATIVES FROM GOVERNMENTS, CONSULTING FIRMS, NGOS AND BUSINESS. - TO ENSURE THAT THE OUTREACH COMPONENT OF THE OF THE ACTIVITY ENCOURAGES LINKAGES BETWEEN THE CON",,,11420,2,,11420.06,15110.01,,,,,,,
40818398,"PUBLICATION FUND, LOCAL POWER (142.9","PUBLICATION FUND, LOCAL POWER","SUPPORT TO DIFFERENT INITIATIVES FOR DISTRIBUTING AWARENESS ABOUT AND FOLLOW UP OF THE PEACE ACCORDS IN GUATEMALA, 1996.","PUBLICATION FUND, LOCAL POWER (142.9","PUBLICATION FUND, LOCAL POWER","SUPPORT TO DIFFERENT INITIATIVES FOR DISTRIBUTING AWARENESS ABOUT AND FOLLOW UP OF THE PEACE ACCORDS IN GUATEMALA, 1996.",,,15220,3,,15220.01,,,,,,,,
40818398,PUBLICATION OF COUNTRIES AT THE CROSSROADS,PUBLICATION OF COUNTRIES AT THE CROSSROADS,CREATION OF THE ANNUAL SURVEY THAT EVALUATES A COUNTRY’S COMMITMENT TO AND RECORD ON HUMAN RIGHTS AND DEMOCRACY BY WORKING WITH OUTSIDE AND IN-HOUSE EXPERTS AND ANALYSTS,PUBLICATION OF COUNTRIES AT THE CROSSROADS,PUBLICATION OF COUNTRIES AT THE CROSSROADS,CREATION OF THE ANNUAL SURVEY THAT EVALUATES A COUNTRY’S COMMITMENT TO AND RECORD ON HUMAN RIGHTS AND DEMOCRACY BY WORKING WITH OUTSIDE AND IN-HOUSE EXPERTS AND ANALYSTS,,,15150,4,,15150.05,15150.07,,,,,,,
40818398,"PROGRAMME DEVELOPMENT: PUBLICATION OF GENDER JUSTICE CONFERENCE PAPERS IN ENGLISH, FRENCH AND SPANISH",PUBLICATION OF GENDER JUSTICE CONFERENCE PAPERS,"PROGRAMME DEVELOPMENT: PUBLICATION OF GENDER JUSTICE CONFERENCE PAPERS IN ENGLISH, FRENCH AND SPANISH","PROGRAMME DEVELOPMENT: PUBLICATION OF GENDER JUSTICE CONFERENCE PAPERS IN ENGLISH, FRENCH AND SPANISH",PUBLICATION OF GENDER JUSTICE CONFERENCE PAPERS,"PROGRAMME DEVELOPMENT: PUBLICATION OF GENDER JUSTICE CONFERENCE PAPERS IN ENGLISH, FRENCH AND SPANISH",,,42010,4,,42010.01,15130.01,,,,,,,
40818398,PUBLICATION OF GENDER RESOURCES,PUBLICATION OF GENDER RESOURCES,"Themes: 0110 - Gender Equality  Expected Impact / Long-term Results: Movement towards increased commitment to gender equality in the region.  Expected Outcomes / Medium-term Results: Greater access to literature on gender issues, in local languages, for p",PUBLICATION OF GENDER RESOURCES,PUBLICATION OF GENDER RESOURCES,"Themes: 0110 - Gender Equality  Expected Impact / Long-term Results: Movement towards increased commitment to gender equality in the region.  Expected Outcomes / Medium-term Results: Greater access to literature on gender issues, in local languages, for p",,,15150,5,,15150.09,,,,,,,,
40818398,Publication on Compensation to Palestinian Refugees:  Data- Mechanisms and Scenarios,PUBLICATION ON COMPENSATION TO PALESTINIAN REFUGEES:  DATA- MECHANISMS AND SCENARIOS,"In 2003, IDRC's Expert/Advisory Services Fund (EASF) hosted the second Stocktaking Conference on Palestinian Refugee Research in Ottawa. The conference focused on three areas of EASF work: absorption and integration challenges (planning for demographic change and movement of people); compensation to Palestinian refugees; and engaging the public in debate on the refugee issue. EASF is committed to publishing the conference proceedings, as well as the results of its work in general. The first volume was published under the title, Palestinian Refugees : Challenges of Repatriation and Development, Rex Brynen and Roula el-Rifai, eds.  (London: I.B. Tauris, 2007). This grant will support publication of a second volume on the issue of compensation. The book will provide an overview of the relevant papers presented at the 2003 Stocktaking Conference, plus work produced since then. The idea is to provide policymakers with possible solutions to the refugee question and the issue of compensation.",Publication on Compensation to Palestinian Refugees:  Data- Mechanisms and Scenarios,PUBLICATION ON COMPENSATION TO PALESTINIAN REFUGEES:  DATA- MECHANISMS AND SCENARIOS,"In 2003, IDRC's Expert/Advisory Services Fund (EASF) hosted the second Stocktaking Conference on Palestinian Refugee Research in Ottawa. The conference focused on three areas of EASF work: absorption and integration challenges (planning for demographic change and movement of people); compensation to Palestinian refugees; and engaging the public in debate on the refugee issue. EASF is committed to publishing the conference proceedings, as well as the results of its work in general. The first volume was published under the title, Palestinian Refugees : Challenges of Repatriation and Development, Rex Brynen and Roula el-Rifai, eds.  (London: I.B. Tauris, 2007). This grant will support publication of a second volume on the issue of compensation. The book will provide an overview of the relevant papers presented at the 2003 Stocktaking Conference, plus work produced since then. The idea is to provide policymakers with possible solutions to the refugee question and the issue of compensation.",,,16010,4,,16010.05,,,,,,,,
40818398,"Publication on Compensation to Palestinian Refugees: Data, Mechanisms a","PUBLICATION ON COMPENSATION TO PALESTINIAN REFUGEES: DATA, MECHANISMS AND SCENARIOS","Publication on Compensation to Palestinian Refugees: Data, Mechanisms and Scenarios","Publication on Compensation to Palestinian Refugees: Data, Mechanisms a","PUBLICATION ON COMPENSATION TO PALESTINIAN REFUGEES: DATA, MECHANISMS AND SCENARIOS","Publication on Compensation to Palestinian Refugees: Data, Mechanisms and Scenarios",,,16010,4,,16010.05,,,,,,,,
40818398,Publication on Gender and Natural Resource Management in Asia,PUBLICATION ON GENDER AND NATURAL RESOURCE MANAGEMENT IN ASIA,"As regions in Asia become more incorporated into the global economy, natural resource exploitation is accelerating dramatically. Structural adjustment programs and market reforms, coupled with the pressures associated with population growth, urbanization and commodification, are altering governance of natural resources, with complex impacts on people's lives.  However, little attention has been paid to gender concerns. This grant will support the editing and publication of a volume on gender and natural resources management in Asia. The book is primarily intended for students in courses on sustainable development, gender studies, development studies, environmental management and area studies (Asia). But, it will also be of interest to development practitioners, activists and policymakers in the field of sustainable development. A portion of funds will be held to cover IDRC's buy-back of books from the publisher (Zed), and their distribution.",Publication on Gender and Natural Resource Management in Asia,PUBLICATION ON GENDER AND NATURAL RESOURCE MANAGEMENT IN ASIA,"As regions in Asia become more incorporated into the global economy, natural resource exploitation is accelerating dramatically. Structural adjustment programs and market reforms, coupled with the pressures associated with population growth, urbanization and commodification, are altering governance of natural resources, with complex impacts on people's lives.  However, little attention has been paid to gender concerns. This grant will support the editing and publication of a volume on gender and natural resources management in Asia. The book is primarily intended for students in courses on sustainable development, gender studies, development studies, environmental management and area studies (Asia). But, it will also be of interest to development practitioners, activists and policymakers in the field of sustainable development. A portion of funds will be held to cover IDRC's buy-back of books from the publisher (Zed), and their distribution.",,,43010,4,,42010.01,41030.02,,,,,,,
40818398,PUBLICATION ON GENDER AND NATURAL RESOURCE MANAGEMENT IN ASIA,PUBLICATION ON GENDER AND NATURAL RESOURCE MANAGEMENT IN ASIA,PUBLICATION ON GENDER AND NATURAL RESOURCE MANAGEMENT IN ASIA,PUBLICATION ON GENDER AND NATURAL RESOURCE MANAGEMENT IN ASIA,PUBLICATION ON GENDER AND NATURAL RESOURCE MANAGEMENT IN ASIA,PUBLICATION ON GENDER AND NATURAL RESOURCE MANAGEMENT IN ASIA,,,43010,4,,42010.01,41030.02,,,,,,,
40818398,PUBLICATION ON SOMALIA (HADAD),PUBLICATION ON SOMALIA (HADAD),"SUPPORT TO PRODUCTION OF THE BOOK SOMALIA CALLING BY PROF. KINFE ABRAHAM, PRINCIPAL RESEARCHER AND PRESIDENT OF THE HORN OF AFRICA DEMOCRACY AND DEVELOPMENT (HADAD) INTERNATIONAL LOBBY. ON TIME SUPPORT COVERING PARTS OF COSTS FOR PRINTING (USD 12,000 OF",PUBLICATION ON SOMALIA (HADAD),PUBLICATION ON SOMALIA (HADAD),"SUPPORT TO PRODUCTION OF THE BOOK SOMALIA CALLING BY PROF. KINFE ABRAHAM, PRINCIPAL RESEARCHER AND PRESIDENT OF THE HORN OF AFRICA DEMOCRACY AND DEVELOPMENT (HADAD) INTERNATIONAL LOBBY. ON TIME SUPPORT COVERING PARTS OF COSTS FOR PRINTING (USD 12,000 OF",,,15150,5,,15150.05,,,,,,,,
40818398,PUBLICATION COMPTE-RENDUS JOURNÉES JURIDIQUES ET ELECTORALES,PUBLICATION COMPTE-RENDUS JOURNÉES JURIDIQUES ET ELECTORALES,AP. PUBLICAÇÃO ACTAS JORNADAS JURÍDICO-ELEITORAIS F. DIREITO DE BISSAU / 2003,PUBLICATION SUMMARIES DAYS AND ELECTORAL LAW,PUBLICATION SUMMARIES DAYS AND ELECTORAL LAW,AP. PROCEEDINGS PUBLICATION DAYS-ELECTION LEGAL F. RIGHT BISSAU / 2003,,,15150,5,,15150.06,,,,,,,,
40818398,PUBLICATIONS,PUBLICATIONS,PUBLICATIONS.  UNDERSTANDING THE ISSUES AND OCCATIONAL PAPERS PRODUCTION TO PROMOTE INSITUTIONAL LEARNING.,PUBLICATIONS,PUBLICATIONS,PUBLICATIONS.  UNDERSTANDING THE ISSUES AND OCCATIONAL PAPERS PRODUCTION TO PROMOTE INSITUTIONAL LEARNING.,,,22030,4,,22030.03,,,,,,,,
40818398,SUPPORT FOR PUBLICITY FOR THE NATIONAL DIALOGUE,PUBLICITY FOR NAT. DIALOGUE,"An initial consultancy to assess the scope for support, and subsequent projects supporting radio programming on peace and reconciliation issues in Democratic Republic of Congo",SUPPORT FOR PUBLICITY FOR THE NATIONAL DIALOGUE,PUBLICITY FOR NAT. DIALOGUE,"An initial consultancy to assess the scope for support, and subsequent projects supporting radio programming on peace and reconciliation issues in Democratic Republic of Congo",,,15220,4,,15220.01,,,,,,,,
40818398,DEVELOPMENT ASSISTANCE - DEVELOPMENT ASSISTANCE: PROJECT ASSISTANCE - COUNTRY PROJECTS,PUBLIC-PRIVATE ALLIANCE BUILDING,PUBLIC-PRIVATE ALLIANCE BUILDING - DEVELOPMENT ASSISTANCE - DEVELOPMENT ASSISTANCE: PROJECT ASSISTANCE - COUNTRY PROJECTS,DEVELOPMENT ASSISTANCE - DEVELOPMENT ASSISTANCE: PROJECT ASSISTANCE - COUNTRY PROJECTS,PUBLIC-PRIVATE ALLIANCE BUILDING,PUBLIC-PRIVATE ALLIANCE BUILDING - DEVELOPMENT ASSISTANCE - DEVELOPMENT ASSISTANCE: PROJECT ASSISTANCE - COUNTRY PROJECTS,,,25010,4,,25010.07,,,,,,,,
40818398,TECHNICAL ASSISTANCE FACILITY,PUBLIC-SECTOR TRANSFORMATION,"TO FACILITATE THE PROCESS OF PUBLIC-SECTOR TRANSFORMATION IN SOUTH AFRICA THROUGH THE PROVISION OF EXPERT,SHORT TERM TECHNICAL ASSISTANCE TO GOVERNMENT DEPARTMENTS AND PUBLIC SECTOR INSTITUTIONS.   POLICY PAPERS/LEGISLATION/STRUCTURAL AND ORGANIZATIONAL IMPROVEMENTS ACROSS PUBLIC SECTOR ORGANIZATIONS AT NATIONAL AND PROVINCIAL LEVELS",TECHNICAL ASSISTANCE FACILITY,PUBLIC-SECTOR TRANSFORMATION,"TO FACILITATE THE PROCESS OF PUBLIC-SECTOR TRANSFORMATION IN SOUTH AFRICA THROUGH THE PROVISION OF EXPERT,SHORT TERM TECHNICAL ASSISTANCE TO GOVERNMENT DEPARTMENTS AND PUBLIC SECTOR INSTITUTIONS.   POLICY PAPERS/LEGISLATION/STRUCTURAL AND ORGANIZATIONAL IMPROVEMENTS ACROSS PUBLIC SECTOR ORGANIZATIONS AT NATIONAL AND PROVINCIAL LEVELS",1,,15100,3,,15110.01,15140.04,,,,,,,
40818398,PUNJAB PUBLIC RESOURCE MANAGEMENT,PUNJAB PUBLIC RESOURCE MANAGEMENT,"To promote poverty focused development planning and effective use of public resources in Punjab for poverty reduction, human development and economic growth.",PUNJAB PUBLIC RESOURCE MANAGEMENT,PUNJAB PUBLIC RESOURCE MANAGEMENT,"To promote poverty focused development planning and effective use of public resources in Punjab for poverty reduction, human development and economic growth.",,,15110,4,,15110.01,,,,,,,,
40818398,PUNJAB PUBLIC RESOURCE MANAGEMENT PROGRAMME,PUNJAB PUBLIC RESOURCE MANAGEMENT PROGRAMME,"Improve transparency, efficiency, and targetting of public resources in Punjab",PUNJAB PUBLIC RESOURCE MANAGEMENT PROGRAMME,PUNJAB PUBLIC RESOURCE MANAGEMENT PROGRAMME,"Improve transparency, efficiency, and targetting of public resources in Punjab",,,15120,4,,15120.02,,,,,,,,
40818398,PUNJAB RESOURCE MANGMENT - MOU,PUNJAB RESOURCE MANAGEMENT,To promote poverty focused development planning and effective use of public resources in Punjab for poverty reduction in human development and economic growth,PUNJAB RESOURCE MANGMENT - MOU,PUNJAB RESOURCE MANAGEMENT,To promote poverty focused development planning and effective use of public resources in Punjab for poverty reduction in human development and economic growth,,,15110,4,,15110.01,,,,,,,,
40818398,ADQUISICIÓN DE UNA CAMIONETA PICK-UP PARA EL MUNICIPIO AUTÓNOMO DE FRANCISCO VILLA  CHIAPAS,PURCHASE OF A PICK-UP FOR THE AUTONOMOUS MUNICIPALITY OF FRANCISCO VILLA  CHIAPAS,ADQUISICIÓN DE UNA CAMIONETA PICK-UP PARA EL MUNICIPIO AUTÓNOMO DE FRANCISCO VILLA  CHIAPAS,PURCHASE OF A PICK-UP VAN FOR AUTONOMOUS MUNICIPALITY OF CHIAPAS FRANCISCO VILLA,PURCHASE OF A PICK-UP FOR THE AUTONOMOUS MUNICIPALITY OF FRANCISCO VILLA  CHIAPAS,PURCHASE OF A PICK-UP VAN FOR AUTONOMOUS MUNICIPALITY OF CHIAPAS FRANCISCO VILLA,,,21020,3,,21020.02,,,,,,,,
40818398,DZO BG NON-ODA MACROSTEUN,PURCHASE OF AN EQUIPMENT FOR CUSTOMS,NON-ODA MACROSTEUN AAN BULGARIJE T.B.V. AANKOOP VAN APPARATUUR VOOR DE DOUANE,Dzo BG NON-ODA MACROSTEUN,PURCHASE OF AN EQUIPMENT FOR CUSTOMS,NON-MACRO ODA AID TO BULGARIA LTV PURCHASE OF EQUIPMENT FOR CUSTOMS,,,33120,4,,33120.03,,,,,,,,
40818398,ADQUISICIÓN DE HERRAMIENTAS  SEMILLAS Y ABONOS PARA HUERTOS COMUNALES,PURCHASE OF TOOLS  SEEDS AND FERTILIZER FOR THE COMMUNITY ORCHADS,ADQUISICIÓN DE HERRAMIENTAS  SEMILLAS Y ABONOS PARA HUERTOS COMUNALES,PURCHASE OF SEEDS AND FERTILIZERS TOOLS FOR COMMUNITY GARDENS,PURCHASE OF TOOLS  SEEDS AND FERTILIZER FOR THE COMMUNITY ORCHADS,PURCHASE OF SEEDS AND FERTILIZERS TOOLS FOR COMMUNITY GARDENS,,,31150,4,,31150.02,31150.01,,,,,,,
40818398,CARTERA MICRO CRÉDITOS-FUNDACIÓN UN MUNDO SOLO,MICRO-CREDIT PURSE-UN MUNDO SOLO FOUNDATION,CONSTITUIR UNA CARTERA DE MICRO CRÉDITOS PARA PROYECTOS ECONÓMICOS Y PRODUCTIVOS DIRIGIDOS A LOS COLECTIVOS MÁS VULNERABLES DE LOS PAÍSES EN VÍAS DE DESARROLLO  ESPECIALMENTE MUJERES. EL FONDO DE LA CARTERA DE MICRO CRÉDITOS SE DESTINARÁN A OTORGAR CRÉDIT,MICRO-CREDIT PORTFOLIO A WORLD FOUNDATION ONLY,PURSE MICRO-CREDIT-ONLY ONE WORLD FOUNDATION,UP A PORTFOLIO OF MICRO CREDIT FOR ECONOMIC PROJECTS and products for the most vulnerable OF DEVELOPING COUNTRIES ESPECIALLY WOMEN. FUND PORTFOLIO OF MICRO appropriation is intended to make credit,,,24040,4,,24040.02,42010.01,,,,,,,
40818398,PYGMY RIGHTS CSCF 306,PYGMY RIGHTS CSCF,The rights of Pygmy indigenous people will be recognised and respected and they will participate actively in the decision making that concerns these rights.,PYGMY RIGHTS CSCF 306,PYGMY RIGHTS CSCF,The rights of Pygmy indigenous people will be recognised and respected and they will participate actively in the decision making that concerns these rights.,,,16010,4,,16010.05,15150.074,,,,,,,
40818398,Q´EQCHI´ WOMEN SUPPORT. STAGE II,Q´EQCHI´ WOMEN SUPPORT. STAGE II,"IMPULSAR Y FORTALECER LA ORGANIZACIÓN Y CAPACIDAD PRODUCTIVA DE 20 GRUPOS DE MUJERES EN 2 MUNICIPIOS DEL DEPARTAMENTO DE ALTA VERAPAZ (CHAHAL Y COBÁN), A TRAVÉS DE: REUNIONES DE CONCIENCIACIÓN, CURSOS ACOMPAÑAMIENTO A MUJERES, ALFABETIZACIÓN, CAPACITACIÓN",Q´EQCHI´ WOMEN SUPPORT. STAGE II,Q´EQCHI´ WOMEN SUPPORT. STAGE II,"PROMOTE AND STRENGTHEN THE ORGANIZATION AND PRODUCTIVE CAPACITY OF 20 GROUPS OF WOMEN IN 2 municipalities of Alta Verapaz (CHAHAL and Coban), THROUGH: AWARENESS MEETINGS, COURSES accompany women, literacy, training",,,42010,4,,42010.05,11230.03,,,,,,,
40818398,QEH 50TH ANN CONFERENCE,QEH 50TH ANN CONFERENCE,"Intended as a celebration of the last 10 years, the conference will be a moment of serious reflection on where development work should be going if we are committed to dealing with poverty in the world.  It will resume insights achieved, and generate a vib",QEH 50TH ANN CONFERENCE,QEH 50TH ANN CONFERENCE,"Intended as a celebration of the last 10 years, the conference will be a moment of serious reflection on where development work should be going if we are committed to dealing with poverty in the world.  It will resume insights achieved, and generate a vib",,,15110,3,,15110.01,,,,,,,,
40818398,QG for Forum Syd Program,QG FOR FORUM SYD PROGRAM,A Quality group in the Balkan region to be considered a joint         mechanism for continous dialogue on key issues between Sida and Forum Syd on effectiveness and quality. Proposed that Stockholm             University/Departm. for Social work and Ramböll Management do the     evaluation. The decision has been following an open tender using the  Europe framework agreement on Social Sector: 2005-002952.,QG for Forum Syd Program,QG FOR FORUM SYD PROGRAM,A Quality group in the Balkan region to be considered a joint         mechanism for continous dialogue on key issues between Sida and Forum Syd on effectiveness and quality. Proposed that Stockholm             University/Departm. for Social work and Ramböll Management do the     evaluation. The decision has been following an open tender using the  Europe framework agreement on Social Sector: 2005-002952.,,,16010,3,,16010.01,,,,,,,,
40818398,"QME/Change Agent Peace Programme, Great Lakes Region, Central Africa","QME/CHANGE AGENT PEACE PROGRAMME, GREAT LAKES REGION, CENTRAL AFRICA","QME/Change Agent Peace Programme, Great Lakes Region, Central Africa","QME/Change Agent Peace Programme, Great Lakes Region, Central Africa","QME/CHANGE AGENT PEACE PROGRAMME, GREAT LAKES REGION, CENTRAL AFRICA","QME/Change Agent Peace Programme, Great Lakes Region, Central Africa",,,15220,3,,15220.01,,,,,,,,
40818398,QME/Research project on the Muslim Brotherhood in the Horn of Africa,QME/RESEARCH PROJECT ON THE MUSLIM BROTHERHOOD IN THE HORN OF AFRICA,QME/Research project on the Muslim Brotherhood in the Horn of Africa,QME/Research project on the Muslim Brotherhood in the Horn of Africa,QME/RESEARCH PROJECT ON THE MUSLIM BROTHERHOOD IN THE HORN OF AFRICA,QME/Research project on the Muslim Brotherhood in the Horn of Africa,,,15150,2,,15150.02,,,,,,,,
40818398,QME/UNHCR Western Sahara Operation: Confidence Building Measures,QME/UNHCR WESTERN SAHARA OPERATION: CONFIDENCE BUILDING MEASURES,QME/UNHCR Western Sahara Operation: Confidence Building Measures,QME/UNHCR Western Sahara Operation: Confidence Building Measures,QME/UNHCR WESTERN SAHARA OPERATION: CONFIDENCE BUILDING MEASURES,QME/UNHCR Western Sahara Operation: Confidence Building Measures,,,99810,1,,99810.01,,,,,,,,
40818398,QS/CONFLICT PREVENTION THROUGH QUIET DIP,QS/CONFLICT PREVENTION THROUGH QUIET DIP,"PROJECT DESCRIPTION: QS/CONFLICT PREVENTION THROUGH QUIET DIPROUGH QUIET DIPLOMACY IS AN UNDERTAKING BY A CONSORTIUM OF ORGANIZATIONS THAT SEEKS TO ESTABLISH AND/OR STRENGTHEN, WITHIN REGIONAL AND SUB-REGIONAL INTER-GOVERNMENTAL ORGANIZATIONS, INSTITUTIONS DEDICATED TO PREVENTING VIOLENT CONFLICT THROUGH QUIET DIPLOMACY.EXPECTED IMPACT: IN ONE OR MORE REGIONS OR SUB-REGIONS OF THE WORLD, THE REDUCTION OF VIOLENT CONFLICT AS A RESULT OF THE ACTIONS OF THE REGIONAL AND SUB-REGIONAL BODIES.EXPECTED OUTCOMES: ONE OR MORE INTERGOVERNEMENTAL INSITUTIONS DEDICATED TO PREVENTING VIOLENT CONFLICT THROUGH QUIET DIPLOMACY.EXPECTED OUTPUTS: 1. AWARENESS-RAISING AND DISSEMINATION AT HIGH LEVELS OF POLICY-MAKING AND AMONG IMPLEMENTING BODIES IN SIX DIFFERENT REGIONS/SUB-REGIONS OF SUCCESSFUL CONFLICT PREVENTION IDEAS AND APPROACHES.   2. CREATION OF NEW CONTACTS AND NETWORKS FACILITATING CROSS-FERIILIZATION AND SYNERGIES, CONTRIBUTING TO THE DEVELOPMENT OF THE SCIENCE AND ART OF OPERATIONAL CONFLICT PREVENTION AND IMPROVIN",QS/CONFLICT PREVENTION THROUGH QUIET DIP,QS/CONFLICT PREVENTION THROUGH QUIET DIP,"PROJECT DESCRIPTION: QS/CONFLICT PREVENTION THROUGH QUIET DIPROUGH QUIET DIPLOMACY IS AN UNDERTAKING BY A CONSORTIUM OF ORGANIZATIONS THAT SEEKS TO ESTABLISH AND/OR STRENGTHEN, WITHIN REGIONAL AND SUB-REGIONAL INTER-GOVERNMENTAL ORGANIZATIONS, INSTITUTIONS DEDICATED TO PREVENTING VIOLENT CONFLICT THROUGH QUIET DIPLOMACY.EXPECTED IMPACT: IN ONE OR MORE REGIONS OR SUB-REGIONS OF THE WORLD, THE REDUCTION OF VIOLENT CONFLICT AS A RESULT OF THE ACTIONS OF THE REGIONAL AND SUB-REGIONAL BODIES.EXPECTED OUTCOMES: ONE OR MORE INTERGOVERNEMENTAL INSITUTIONS DEDICATED TO PREVENTING VIOLENT CONFLICT THROUGH QUIET DIPLOMACY.EXPECTED OUTPUTS: 1. AWARENESS-RAISING AND DISSEMINATION AT HIGH LEVELS OF POLICY-MAKING AND AMONG IMPLEMENTING BODIES IN SIX DIFFERENT REGIONS/SUB-REGIONS OF SUCCESSFUL CONFLICT PREVENTION IDEAS AND APPROACHES.   2. CREATION OF NEW CONTACTS AND NETWORKS FACILITATING CROSS-FERIILIZATION AND SYNERGIES, CONTRIBUTING TO THE DEVELOPMENT OF THE SCIENCE AND ART OF OPERATIONAL CONFLICT PREVENTION AND IMPROVIN",,,15210,4,,15210.01,,,,,,,,
40818398,QUAKER - HR AND REFUGEE ISSUES MEETI,QUAKER - HR AND REFUGEE ISSUES MEETI,"ANSV.ENHET/KOSTSTED: AVDELING FOR FN-SPØRSMÅL, FRED OG FORSONING/SEKSJON FOR MENNESKERETTIGHETER OG DEMOKRATI",QUAKER - HR AND REFUGEE ISSUES MEETI,QUAKER - HR AND REFUGEE ISSUES MEETI,"ANSV.ENHET / COST LOCATION: DEPARTMENT OF UN QUESTIONS, peace and reconciliation / SECTION FOR HUMAN RIGHTS AND DEMOCRACY",,,15150,4,,15220.01,15150.05,15150.07,16010.05,,,,,
