iso2,iso3,adt_code,year,grant_amount,subject,grant_count,foundation_count,country
BY,BLR,160,2006,15000,Other Social Infrastructure and Services,1,1,Belarus
BY,BLR,160,2009,25000,Other Social Infrastructure and Services,1,1,Belarus
BZ,BLZ,140,2008,121120,Water Supply and Sanitation,1,1,Belize
BZ,BLZ,150,2008,362998,Government and Civil Society,1,1,Belize
BZ,BLZ,160,2006,10000,Other Social Infrastructure and Services,1,1,Belize
BZ,BLZ,160,2008,285000,Other Social Infrastructure and Services,3,3,Belize
BZ,BLZ,160,2009,300000,Other Social Infrastructure and Services,3,3,Belize
BZ,BLZ,160,2010,22722,Other Social Infrastructure and Services,1,1,Belize
BZ,BLZ,410,2008,91804,General environmental protection Non-sector specific,1,1,Belize
BZ,BLZ,430,2007,15000,Other Multisector/Cross-cutting,1,1,Belize
BZ,BLZ,430,2010,276554,Other Multisector/Cross-cutting,3,1,Belize
CA,CAN,110,2005,3795467,Education,47,30,Canada
CA,CAN,110,2006,3323343,Education,41,28,Canada
CA,CAN,110,2007,10411326,Education,56,29,Canada
CA,CAN,110,2008,6335760,Education,63,32,Canada
CA,CAN,110,2009,5069127,Education,50,26,Canada
CA,CAN,110,2010,2121724,Education,24,17,Canada
CA,CAN,120,2005,31615884,Health,37,20,Canada
CA,CAN,120,2006,4814779,Health,41,24,Canada
CA,CAN,120,2007,10090752,Health,47,26,Canada
CA,CAN,120,2008,30057445,Health,57,29,Canada
CA,CAN,120,2009,2733069,Health,36,21,Canada
CA,CAN,120,2010,2694732,Health,29,14,Canada
CA,CAN,130,2005,450000,Population Policies/Programmes and Reproductive Health,1,1,Canada
CA,CAN,130,2007,808011,Population Policies/Programmes and Reproductive Health,5,4,Canada
CA,CAN,130,2008,13000,Population Policies/Programmes and Reproductive Health,1,1,Canada
CA,CAN,130,2009,100000,Population Policies/Programmes and Reproductive Health,1,1,Canada
CA,CAN,140,2005,969419,Water Supply and Sanitation,15,10,Canada
CA,CAN,140,2006,2168636,Water Supply and Sanitation,17,10,Canada
CA,CAN,140,2007,17522284,Water Supply and Sanitation,17,7,Canada
CA,CAN,140,2008,3153933,Water Supply and Sanitation,26,12,Canada
CA,CAN,140,2009,3294053,Water Supply and Sanitation,24,10,Canada
CA,CAN,140,2010,1347250,Water Supply and Sanitation,21,12,Canada
CA,CAN,150,2005,1352500,Government and Civil Society,9,6,Canada
CA,CAN,150,2006,737511,Government and Civil Society,10,6,Canada
CA,CAN,150,2007,445053,Government and Civil Society,6,5,Canada
CA,CAN,150,2008,2069487,Government and Civil Society,25,14,Canada
CA,CAN,150,2009,500120,Government and Civil Society,7,5,Canada
CA,CAN,150,2010,997811,Government and Civil Society,15,10,Canada
CA,CAN,160,2005,3472978,Other Social Infrastructure and Services,65,30,Canada
CA,CAN,160,2006,4227575,Other Social Infrastructure and Services,75,37,Canada
CA,CAN,160,2007,6442285,Other Social Infrastructure and Services,79,36,Canada
CA,CAN,160,2008,8417715,Other Social Infrastructure and Services,90,41,Canada
CA,CAN,160,2009,7634491,Other Social Infrastructure and Services,81,33,Canada
CA,CAN,160,2010,3427113,Other Social Infrastructure and Services,47,26,Canada
CA,CAN,220,2005,25000,Communications,1,1,Canada
CA,CAN,220,2006,75000,Communications,1,1,Canada
CA,CAN,220,2007,3640693,Communications,2,2,Canada
CA,CAN,220,2008,425000,Communications,3,3,Canada
CA,CAN,220,2009,28423,Communications,2,2,Canada
CA,CAN,220,2010,25000,Communications,1,1,Canada
CA,CAN,240,2005,400000,Banking and Financial Services,1,1,Canada
CA,CAN,250,2005,684219,Business and Other Services,7,5,Canada
CA,CAN,250,2006,155000,Business and Other Services,6,5,Canada
CA,CAN,250,2007,9316998,Business and Other Services,5,5,Canada
CA,CAN,250,2008,182000,Business and Other Services,3,2,Canada
CA,CAN,250,2009,181920,Business and Other Services,6,4,Canada
CA,CAN,250,2010,680354,Business and Other Services,4,3,Canada
CA,CAN,310,2005,6164602,"Agriculture, Forestry, Fishing",29,13,Canada
CA,CAN,310,2006,5063074,"Agriculture, Forestry, Fishing",29,13,Canada
CA,CAN,310,2007,18483689,"Agriculture, Forestry, Fishing",34,14,Canada
CA,CAN,310,2008,13866624,"Agriculture, Forestry, Fishing",35,13,Canada
CA,CAN,310,2009,5914168,"Agriculture, Forestry, Fishing",34,14,Canada
CA,CAN,310,2010,1450622,"Agriculture, Forestry, Fishing",11,10,Canada
CA,CAN,330,2005,550000,Trade and Tourism,2,2,Canada
CA,CAN,330,2007,93000,Trade and Tourism,1,1,Canada
CA,CAN,330,2008,350000,Trade and Tourism,2,2,Canada
CA,CAN,410,2005,5653787,General environmental protection Non-sector specific,77,23,Canada
CA,CAN,410,2006,4165850,General environmental protection Non-sector specific,55,19,Canada
CA,CAN,410,2007,10666360,General environmental protection Non-sector specific,63,22,Canada
CA,CAN,410,2008,8037310,General environmental protection Non-sector specific,83,24,Canada
CA,CAN,410,2009,14281448,General environmental protection Non-sector specific,77,27,Canada
CA,CAN,410,2010,9259689,General environmental protection Non-sector specific,57,26,Canada
CA,CAN,420,2005,135000,Women (in Development),2,2,Canada
CA,CAN,420,2006,60000,Women (in Development),1,1,Canada
CA,CAN,430,2005,4111948,Other Multisector/Cross-cutting,35,16,Canada
CA,CAN,430,2006,6039465,Other Multisector/Cross-cutting,42,16,Canada
CA,CAN,430,2007,56650352,Other Multisector/Cross-cutting,39,19,Canada
CA,CAN,430,2008,45991374,Other Multisector/Cross-cutting,43,27,Canada
CA,CAN,430,2009,2267630,Other Multisector/Cross-cutting,32,21,Canada
CA,CAN,430,2010,2720264,Other Multisector/Cross-cutting,24,15,Canada
CA,CAN,520,2005,131253,Developmental food aid/Food security assistance,4,4,Canada
CA,CAN,520,2006,207987,Developmental food aid/Food security assistance,7,4,Canada
CA,CAN,520,2007,148583,Developmental food aid/Food security assistance,5,5,Canada
CA,CAN,520,2008,66622,Developmental food aid/Food security assistance,3,3,Canada
CA,CAN,520,2009,144973,Developmental food aid/Food security assistance,6,4,Canada
CA,CAN,700,2006,20011,Humanitarian Aid (Including Reconstruction and Recovery),2,2,Canada
CA,CAN,700,2007,75000,Humanitarian Aid (Including Reconstruction and Recovery),2,1,Canada
CA,CAN,700,2008,170186,Humanitarian Aid (Including Reconstruction and Recovery),3,3,Canada
CA,CAN,700,2009,10000,Humanitarian Aid (Including Reconstruction and Recovery),1,1,Canada
CA,CAN,700,2010,14500,Humanitarian Aid (Including Reconstruction and Recovery),1,1,Canada
CA,CAN,920,2005,2077776,Support to Non-Governmental Organizations(NGOs) and Government Organizations,18,15,Canada
CA,CAN,920,2006,5921178,Support to Non-Governmental Organizations(NGOs) and Government Organizations,19,12,Canada
CA,CAN,920,2007,2662807,Support to Non-Governmental Organizations(NGOs) and Government Organizations,25,15,Canada
CA,CAN,920,2008,3621960,Support to Non-Governmental Organizations(NGOs) and Government Organizations,46,19,Canada
CA,CAN,920,2009,1887679,Support to Non-Governmental Organizations(NGOs) and Government Organizations,20,15,Canada
CA,CAN,920,2010,2042013,Support to Non-Governmental Organizations(NGOs) and Government Organizations,13,8,Canada
CA,CAN,930,2006,350000,Refugees,1,1,Canada
CA,CAN,930,2009,50000,Refugees,1,1,Canada
CA,CAN,998,2005,940000,Unallocated/Unspecified,8,7,Canada
CA,CAN,998,2006,445000,Unallocated/Unspecified,9,7,Canada
CA,CAN,998,2007,603663,Unallocated/Unspecified,11,8,Canada
CA,CAN,998,2008,1065000,Unallocated/Unspecified,12,9,Canada
CA,CAN,998,2009,310500,Unallocated/Unspecified,5,5,Canada
CA,CAN,998,2010,1119000,Unallocated/Unspecified,9,5,Canada
CD,COD,120,2008,20000,Health,1,1,"Congo, Democratic Republic of the"
CD,COD,120,2009,586225,Health,5,4,"Congo, Democratic Republic of the"
CD,COD,120,2010,441410684,Health,11,3,"Congo, Democratic Republic of the"
CD,COD,130,2010,786576,Population Policies/Programmes and Reproductive Health,1,1,"Congo, Democratic Republic of the"
CD,COD,150,2010,650000,Government and Civil Society,2,2,"Congo, Democratic Republic of the"
CD,COD,160,2006,15000,Other Social Infrastructure and Services,1,1,"Congo, Democratic Republic of the"
CD,COD,160,2009,160000,Other Social Infrastructure and Services,2,2,"Congo, Democratic Republic of the"
CD,COD,160,2010,50000,Other Social Infrastructure and Services,2,2,"Congo, Democratic Republic of the"
CD,COD,240,2010,2600000,Banking and Financial Services,1,1,"Congo, Democratic Republic of the"
CD,COD,250,2008,15000,Business and Other Services,1,1,"Congo, Democratic Republic of the"
CD,COD,250,2009,5389146,Business and Other Services,1,1,"Congo, Democratic Republic of the"
CD,COD,250,2010,10000,Business and Other Services,1,1,"Congo, Democratic Republic of the"
CD,COD,310,2010,574325,"Agriculture, Forestry, Fishing",1,1,"Congo, Democratic Republic of the"
CD,COD,410,2008,20000,General environmental protection Non-sector specific,1,1,"Congo, Democratic Republic of the"
CD,COD,410,2009,2170000,General environmental protection Non-sector specific,6,2,"Congo, Democratic Republic of the"
CD,COD,410,2010,1445222,General environmental protection Non-sector specific,9,5,"Congo, Democratic Republic of the"
CD,COD,420,2008,100000,Women (in Development),1,1,"Congo, Democratic Republic of the"
CD,COD,420,2010,75000,Women (in Development),1,1,"Congo, Democratic Republic of the"
CD,COD,430,2009,2153263,Other Multisector/Cross-cutting,7,6,"Congo, Democratic Republic of the"
CD,COD,430,2010,150000,Other Multisector/Cross-cutting,2,2,"Congo, Democratic Republic of the"
CD,COD,700,2008,47000,Humanitarian Aid (Including Reconstruction and Recovery),2,1,"Congo, Democratic Republic of the"
CD,COD,700,2009,55000,Humanitarian Aid (Including Reconstruction and Recovery),1,1,"Congo, Democratic Republic of the"
CD,COD,930,2009,50000,Refugees,1,1,"Congo, Democratic Republic of the"
CF,CAF,120,2010,1000000,Health,1,1,Central African Republic
CF,CAF,160,2010,72033,Other Social Infrastructure and Services,1,1,Central African Republic
CF,CAF,310,2005,11987,"Agriculture, Forestry, Fishing",1,1,Central African Republic
CF,CAF,430,2009,400000,Other Multisector/Cross-cutting,1,1,Central African Republic
CF,CAF,520,2010,495458,Developmental food aid/Food security assistance,1,1,Central African Republic
CG,COG,120,2010,329327860,Health,5,1,"Congo, Republic of the"
CG,COG,150,2007,100340,Government and Civil Society,1,1,"Congo, Republic of the"
CG,COG,150,2008,20000,Government and Civil Society,1,1,"Congo, Republic of the"
CG,COG,150,2009,60000,Government and Civil Society,1,1,"Congo, Republic of the"
CG,COG,160,2005,20000,Other Social Infrastructure and Services,1,1,"Congo, Republic of the"
CG,COG,160,2006,37733,Other Social Infrastructure and Services,2,1,"Congo, Republic of the"
CG,COG,160,2008,25000,Other Social Infrastructure and Services,1,1,"Congo, Republic of the"
CG,COG,160,2009,116100,Other Social Infrastructure and Services,1,1,"Congo, Republic of the"
CG,COG,160,2010,82033,Other Social Infrastructure and Services,2,2,"Congo, Republic of the"
CG,COG,310,2009,819438,"Agriculture, Forestry, Fishing",1,1,"Congo, Republic of the"
CG,COG,410,2008,150000,General environmental protection Non-sector specific,1,1,"Congo, Republic of the"
CG,COG,410,2010,441800,General environmental protection Non-sector specific,4,4,"Congo, Republic of the"
CG,COG,430,2009,1153263,Other Multisector/Cross-cutting,4,4,"Congo, Republic of the"
CG,COG,920,2010,25000,Support to Non-Governmental Organizations(NGOs) and Government Organizations,1,1,"Congo, Republic of the"
CG,COG,930,2009,73000,Refugees,1,1,"Congo, Republic of the"
CG,COG,998,2005,40000,Unallocated/Unspecified,1,1,"Congo, Republic of the"
CG,COG,998,2009,300000,Unallocated/Unspecified,1,1,"Congo, Republic of the"
CH,CHE,110,2005,766595,Education,3,3,Switzerland
CH,CHE,110,2006,1869684,Education,6,5,Switzerland
CH,CHE,110,2007,1094000,Education,2,1,Switzerland
CH,CHE,110,2008,93582,Education,2,2,Switzerland
CH,CHE,110,2009,594000,Education,1,1,Switzerland
CH,CHE,110,2010,25000,Education,1,1,Switzerland
CH,CHE,120,2005,180207292,Health,44,13,Switzerland
CH,CHE,120,2006,668692211,Health,52,12,Switzerland
CH,CHE,120,2007,242350630,Health,52,10,Switzerland
CH,CHE,120,2008,385995143,Health,42,8,Switzerland
CH,CHE,120,2009,599082,Health,8,4,Switzerland
CH,CHE,120,2010,254130,Health,5,1,Switzerland
CH,CHE,130,2005,993243,Population Policies/Programmes and Reproductive Health,2,2,Switzerland
CH,CHE,130,2006,40166595,Population Policies/Programmes and Reproductive Health,12,7,Switzerland
CH,CHE,130,2007,12393284,Population Policies/Programmes and Reproductive Health,3,3,Switzerland
CH,CHE,130,2008,1931663,Population Policies/Programmes and Reproductive Health,4,3,Switzerland
CH,CHE,130,2009,440000,Population Policies/Programmes and Reproductive Health,1,1,Switzerland
CH,CHE,140,2005,110000,Water Supply and Sanitation,1,1,Switzerland
CH,CHE,140,2006,175000,Water Supply and Sanitation,2,2,Switzerland
CH,CHE,140,2007,19300,Water Supply and Sanitation,1,1,Switzerland
CH,CHE,140,2008,20000,Water Supply and Sanitation,1,1,Switzerland
CH,CHE,150,2005,1465000,Government and Civil Society,7,2,Switzerland
CH,CHE,150,2006,2326828,Government and Civil Society,14,8,Switzerland
CH,CHE,150,2007,1368000,Government and Civil Society,8,5,Switzerland
CH,CHE,150,2008,2119200,Government and Civil Society,12,5,Switzerland
CH,CHE,150,2009,294169,Government and Civil Society,4,2,Switzerland
CH,CHE,160,2005,22790860,Other Social Infrastructure and Services,13,9,Switzerland
CH,CHE,160,2006,1025000,Other Social Infrastructure and Services,5,4,Switzerland
CH,CHE,160,2007,1210011,Other Social Infrastructure and Services,10,6,Switzerland
CH,CHE,160,2008,3238070,Other Social Infrastructure and Services,11,6,Switzerland
CH,CHE,160,2009,3944389,Other Social Infrastructure and Services,13,6,Switzerland
CH,CHE,160,2010,341314,Other Social Infrastructure and Services,9,7,Switzerland
CH,CHE,220,2005,338318,Communications,2,2,Switzerland
CH,CHE,220,2006,950000,Communications,2,2,Switzerland
CH,CHE,220,2007,765144,Communications,2,2,Switzerland
CH,CHE,240,2007,192000,Banking and Financial Services,1,1,Switzerland
CH,CHE,250,2005,825100,Business and Other Services,5,3,Switzerland
CH,CHE,250,2006,545000,Business and Other Services,5,3,Switzerland
CH,CHE,250,2007,296687,Business and Other Services,3,3,Switzerland
CH,CHE,250,2008,265000,Business and Other Services,2,2,Switzerland
CH,CHE,310,2005,179130,"Agriculture, Forestry, Fishing",3,2,Switzerland
CH,CHE,310,2006,302000,"Agriculture, Forestry, Fishing",1,1,Switzerland
CH,CHE,310,2007,554893,"Agriculture, Forestry, Fishing",1,1,Switzerland
CH,CHE,310,2008,100000,"Agriculture, Forestry, Fishing",1,1,Switzerland
CH,CHE,330,2005,186000,Trade and Tourism,1,1,Switzerland
CH,CHE,330,2006,750000,Trade and Tourism,1,1,Switzerland
CH,CHE,330,2007,50000,Trade and Tourism,1,1,Switzerland
CH,CHE,330,2008,875000,Trade and Tourism,2,1,Switzerland
CH,CHE,410,2005,1004604,General environmental protection Non-sector specific,7,5,Switzerland
CH,CHE,410,2006,1323640,General environmental protection Non-sector specific,11,7,Switzerland
CH,CHE,410,2007,945311,General environmental protection Non-sector specific,11,9,Switzerland
CH,CHE,410,2008,5679892,General environmental protection Non-sector specific,15,9,Switzerland
CH,CHE,410,2010,735000,General environmental protection Non-sector specific,2,2,Switzerland
CH,CHE,420,2006,200000,Women (in Development),1,1,Switzerland
CH,CHE,430,2005,595500,Other Multisector/Cross-cutting,4,3,Switzerland
CH,CHE,430,2006,2702922,Other Multisector/Cross-cutting,8,7,Switzerland
CH,CHE,430,2007,1025404,Other Multisector/Cross-cutting,6,6,Switzerland
CH,CHE,430,2008,838000,Other Multisector/Cross-cutting,6,5,Switzerland
CH,CHE,430,2009,74641,Other Multisector/Cross-cutting,2,2,Switzerland
CH,CHE,430,2010,56499,Other Multisector/Cross-cutting,2,2,Switzerland
CH,CHE,520,2007,14011,Developmental food aid/Food security assistance,1,1,Switzerland
CH,CHE,520,2008,50000,Developmental food aid/Food security assistance,2,2,Switzerland
CH,CHE,700,2005,13576317,Humanitarian Aid (Including Reconstruction and Recovery),23,5,Switzerland
CH,CHE,700,2006,555936,Humanitarian Aid (Including Reconstruction and Recovery),4,4,Switzerland
CH,CHE,700,2007,393000,Humanitarian Aid (Including Reconstruction and Recovery),4,4,Switzerland
CH,CHE,700,2008,345000,Humanitarian Aid (Including Reconstruction and Recovery),4,4,Switzerland
CH,CHE,920,2007,540000,Support to Non-Governmental Organizations(NGOs) and Government Organizations,1,1,Switzerland
CH,CHE,920,2008,61000,Support to Non-Governmental Organizations(NGOs) and Government Organizations,2,1,Switzerland
CH,CHE,930,2005,250000,Refugees,1,1,Switzerland
CH,CHE,930,2006,10297875,Refugees,3,2,Switzerland
CH,CHE,930,2007,1000000,Refugees,1,1,Switzerland
CH,CHE,930,2008,371400,Refugees,6,3,Switzerland
CH,CHE,930,2009,50000,Refugees,1,1,Switzerland
CH,CHE,998,2006,30011,Unallocated/Unspecified,2,1,Switzerland
CH,CHE,998,2007,34246598,Unallocated/Unspecified,2,2,Switzerland
CL,CHL,110,2005,677000,Education,12,5,Chile
CL,CHL,110,2006,2110000,Education,15,4,Chile
CL,CHL,110,2007,1109000,Education,8,2,Chile
CL,CHL,110,2008,2923077,Education,8,4,Chile
CL,CHL,110,2009,988685,Education,6,4,Chile
CL,CHL,110,2010,2630000,Education,4,2,Chile
CL,CHL,120,2005,35000,Health,2,2,Chile
CL,CHL,120,2006,37822,Health,3,3,Chile
CL,CHL,120,2007,38000,Health,1,1,Chile
CL,CHL,120,2008,25000,Health,1,1,Chile
CL,CHL,120,2009,1225930,Health,2,2,Chile
CL,CHL,120,2010,25000,Health,1,1,Chile
CL,CHL,130,2006,525000,Population Policies/Programmes and Reproductive Health,2,1,Chile
CL,CHL,130,2007,425000,Population Policies/Programmes and Reproductive Health,1,1,Chile
CL,CHL,140,2007,200000,Water Supply and Sanitation,1,1,Chile
CL,CHL,140,2008,55000,Water Supply and Sanitation,3,2,Chile
CL,CHL,140,2009,55000,Water Supply and Sanitation,2,2,Chile
CL,CHL,150,2005,893000,Government and Civil Society,9,2,Chile
CL,CHL,150,2006,2481500,Government and Civil Society,15,5,Chile
CL,CHL,150,2007,1164000,Government and Civil Society,12,3,Chile
CL,CHL,150,2008,1820000,Government and Civil Society,10,3,Chile
CL,CHL,150,2009,1030000,Government and Civil Society,10,4,Chile
CL,CHL,150,2010,228000,Government and Civil Society,3,2,Chile
CL,CHL,160,2005,106500,Other Social Infrastructure and Services,8,4,Chile
CL,CHL,160,2006,357539,Other Social Infrastructure and Services,11,7,Chile
CL,CHL,160,2007,106681,Other Social Infrastructure and Services,7,5,Chile
CL,CHL,160,2008,258550,Other Social Infrastructure and Services,7,4,Chile
CL,CHL,160,2009,126500,Other Social Infrastructure and Services,7,5,Chile
CL,CHL,160,2010,401700,Other Social Infrastructure and Services,5,4,Chile
CL,CHL,220,2010,20000,Communications,1,1,Chile
CL,CHL,250,2005,320000,Business and Other Services,2,1,Chile
CL,CHL,250,2006,574000,Business and Other Services,4,3,Chile
CL,CHL,250,2007,85000,Business and Other Services,1,1,Chile
CL,CHL,250,2008,571500,Business and Other Services,4,2,Chile
CL,CHL,250,2009,193000,Business and Other Services,2,1,Chile
CL,CHL,250,2010,600000,Business and Other Services,1,1,Chile
CL,CHL,310,2006,100000,"Agriculture, Forestry, Fishing",1,1,Chile
CL,CHL,310,2007,100000,"Agriculture, Forestry, Fishing",1,1,Chile
CL,CHL,310,2009,103000,"Agriculture, Forestry, Fishing",1,1,Chile
CL,CHL,330,2006,207000,Trade and Tourism,2,1,Chile
CL,CHL,410,2005,15000,General environmental protection Non-sector specific,1,1,Chile
CL,CHL,410,2008,743315,General environmental protection Non-sector specific,2,2,Chile
CL,CHL,410,2009,218750,General environmental protection Non-sector specific,2,2,Chile
CL,CHL,410,2010,1275000,General environmental protection Non-sector specific,4,3,Chile
CL,CHL,420,2005,100000,Women (in Development),1,1,Chile
CL,CHL,420,2009,32000,Women (in Development),2,2,Chile
CL,CHL,420,2010,475000,Women (in Development),1,1,Chile
CL,CHL,430,2005,766313,Other Multisector/Cross-cutting,3,3,Chile
CL,CHL,430,2006,602800,Other Multisector/Cross-cutting,4,3,Chile
CL,CHL,430,2007,815500,Other Multisector/Cross-cutting,11,3,Chile
CL,CHL,430,2008,3390860,Other Multisector/Cross-cutting,8,5,Chile
CL,CHL,430,2009,839420,Other Multisector/Cross-cutting,2,2,Chile
CL,CHL,430,2010,240000,Other Multisector/Cross-cutting,5,4,Chile
CL,CHL,700,2009,25000,Humanitarian Aid (Including Reconstruction and Recovery),1,1,Chile
CL,CHL,700,2010,331770,Humanitarian Aid (Including Reconstruction and Recovery),7,7,Chile
CL,CHL,920,2005,30000,Support to Non-Governmental Organizations(NGOs) and Government Organizations,2,1,Chile
CL,CHL,920,2008,52600,Support to Non-Governmental Organizations(NGOs) and Government Organizations,3,2,Chile
CL,CHL,930,2006,150000,Refugees,1,1,Chile
CL,CHL,930,2007,13000,Refugees,1,1,Chile
CL,CHL,930,2008,40000,Refugees,1,1,Chile
CL,CHL,998,2005,190000,Unallocated/Unspecified,2,2,Chile
CL,CHL,998,2006,81755,Unallocated/Unspecified,2,2,Chile
CL,CHL,998,2007,63000,Unallocated/Unspecified,2,2,Chile
CL,CHL,998,2008,50000,Unallocated/Unspecified,1,1,Chile
CL,CHL,998,2009,50000,Unallocated/Unspecified,1,1,Chile
CM,CMR,110,2005,50000,Education,1,1,Cameroon
CM,CMR,110,2006,15000,Education,1,1,Cameroon
CM,CMR,110,2008,37500,Education,1,1,Cameroon
CM,CMR,110,2009,25000,Education,1,1,Cameroon
CM,CMR,120,2005,24318,Health,1,1,Cameroon
CM,CMR,120,2006,38762,Health,2,1,Cameroon
CM,CMR,120,2007,23769,Health,1,1,Cameroon
CM,CMR,120,2008,897594,Health,6,4,Cameroon
CM,CMR,120,2010,725000,Health,2,2,Cameroon
CM,CMR,130,2006,250000,Population Policies/Programmes and Reproductive Health,1,1,Cameroon
CM,CMR,130,2009,100000,Population Policies/Programmes and Reproductive Health,1,1,Cameroon
CM,CMR,140,2007,15000,Water Supply and Sanitation,1,1,Cameroon
CM,CMR,160,2005,65000,Other Social Infrastructure and Services,4,2,Cameroon
CM,CMR,160,2006,55160,Other Social Infrastructure and Services,3,2,Cameroon
CM,CMR,160,2008,57000,Other Social Infrastructure and Services,4,1,Cameroon
CM,CMR,160,2009,176363,Other Social Infrastructure and Services,5,4,Cameroon
CM,CMR,160,2010,20000,Other Social Infrastructure and Services,1,1,Cameroon
CM,CMR,250,2006,15000,Business and Other Services,1,1,Cameroon
CM,CMR,310,2009,1200000,"Agriculture, Forestry, Fishing",2,1,Cameroon
CM,CMR,310,2010,250000,"Agriculture, Forestry, Fishing",1,1,Cameroon
CM,CMR,410,2009,136304,General environmental protection Non-sector specific,2,1,Cameroon
CM,CMR,410,2010,1303082,General environmental protection Non-sector specific,8,2,Cameroon
CM,CMR,430,2009,17920,Other Multisector/Cross-cutting,1,1,Cameroon
CM,CMR,430,2010,10000,Other Multisector/Cross-cutting,1,1,Cameroon
CM,CMR,700,2009,330000,Humanitarian Aid (Including Reconstruction and Recovery),1,1,Cameroon
CM,CMR,998,2008,85010,Unallocated/Unspecified,1,1,Cameroon
CN,CHN,110,2005,11703288,Education,41,9,China
CN,CHN,110,2006,14282779,Education,68,12,China
CN,CHN,110,2007,8617833,Education,54,12,China
CN,CHN,110,2008,18187564,Education,42,17,China
CN,CHN,110,2009,53080635,Education,135,24,China
CN,CHN,110,2010,36586959,Education,96,14,China
CN,CHN,120,2005,5631792,Health,17,8,China
CN,CHN,120,2006,5241500,Health,18,8,China
CN,CHN,120,2007,27810624,Health,24,13,China
CN,CHN,120,2008,27640823,Health,37,17,China
CN,CHN,120,2009,55009651,Health,47,21,China
CN,CHN,120,2010,7191647,Health,52,13,China
CN,CHN,130,2005,1117360,Population Policies/Programmes and Reproductive Health,8,2,China
CN,CHN,130,2006,912390,Population Policies/Programmes and Reproductive Health,7,1,China
CN,CHN,130,2007,851480,Population Policies/Programmes and Reproductive Health,8,1,China
CN,CHN,130,2008,792970,Population Policies/Programmes and Reproductive Health,8,1,China
CN,CHN,130,2009,5765058,Population Policies/Programmes and Reproductive Health,12,4,China
CN,CHN,130,2010,1626176,Population Policies/Programmes and Reproductive Health,12,1,China
CN,CHN,140,2006,25000,Water Supply and Sanitation,1,1,China
CN,CHN,140,2007,93161,Water Supply and Sanitation,1,1,China
CN,CHN,140,2008,319480,Water Supply and Sanitation,4,3,China
CN,CHN,140,2009,2374000,Water Supply and Sanitation,6,6,China
CN,CHN,140,2010,200000,Water Supply and Sanitation,2,2,China
CN,CHN,150,2005,2688639,Government and Civil Society,24,2,China
CN,CHN,150,2006,2796770,Government and Civil Society,23,3,China
CN,CHN,150,2007,3263060,Government and Civil Society,33,1,China
CN,CHN,150,2008,7667540,Government and Civil Society,56,13,China
CN,CHN,150,2009,5923692,Government and Civil Society,43,14,China
CN,CHN,150,2010,4558630,Government and Civil Society,41,7,China
CN,CHN,160,2005,1042574,Other Social Infrastructure and Services,11,6,China
CN,CHN,160,2006,2578166,Other Social Infrastructure and Services,23,13,China
CN,CHN,160,2007,1685090,Other Social Infrastructure and Services,20,13,China
CN,CHN,160,2008,11345012,Other Social Infrastructure and Services,65,28,China
CN,CHN,160,2009,13351979,Other Social Infrastructure and Services,86,43,China
CN,CHN,160,2010,2412100,Other Social Infrastructure and Services,25,20,China
CN,CHN,220,2008,150000,Communications,2,2,China
CN,CHN,220,2009,110574,Communications,2,2,China
CN,CHN,220,2010,60000,Communications,2,1,China
CN,CHN,240,2005,84000,Banking and Financial Services,1,1,China
CN,CHN,240,2006,101330,Banking and Financial Services,2,1,China
CN,CHN,240,2007,74200,Banking and Financial Services,1,1,China
CN,CHN,240,2008,92587,Banking and Financial Services,2,1,China
CN,CHN,250,2005,201300,Business and Other Services,4,2,China
CN,CHN,250,2006,273100,Business and Other Services,4,1,China
CN,CHN,250,2007,388348,Business and Other Services,6,4,China
CN,CHN,250,2008,717200,Business and Other Services,6,3,China
CN,CHN,250,2009,3598634,Business and Other Services,20,9,China
CN,CHN,250,2010,3102966,Business and Other Services,22,9,China
CN,CHN,310,2005,1201986,"Agriculture, Forestry, Fishing",7,3,China
CN,CHN,310,2006,646670,"Agriculture, Forestry, Fishing",5,2,China
CN,CHN,310,2007,155160,"Agriculture, Forestry, Fishing",3,2,China
CN,CHN,310,2008,19271413,"Agriculture, Forestry, Fishing",11,2,China
CN,CHN,310,2009,377925,"Agriculture, Forestry, Fishing",3,2,China
CN,CHN,310,2010,463328,"Agriculture, Forestry, Fishing",3,2,China
CN,CHN,330,2008,130794,Trade and Tourism,1,1,China
CN,CHN,330,2009,410000,Trade and Tourism,2,2,China
CN,CHN,410,2005,3616230,General environmental protection Non-sector specific,67,6,China
CN,CHN,410,2006,5401235,General environmental protection Non-sector specific,82,5,China
CN,CHN,410,2007,9325954,General environmental protection Non-sector specific,124,6,China
CN,CHN,410,2008,4527083,General environmental protection Non-sector specific,35,9,China
CN,CHN,410,2009,13587177,General environmental protection Non-sector specific,56,19,China
CN,CHN,410,2010,67746195,General environmental protection Non-sector specific,56,11,China
CN,CHN,420,2006,281800,Women (in Development),2,1,China
CN,CHN,420,2007,241960,Women (in Development),3,2,China
CN,CHN,420,2008,400000,Women (in Development),4,3,China
CN,CHN,420,2009,491812,Women (in Development),6,2,China
CN,CHN,420,2010,481244,Women (in Development),3,2,China
CN,CHN,430,2005,4206310,Other Multisector/Cross-cutting,34,7,China
CN,CHN,430,2006,4351361,Other Multisector/Cross-cutting,42,8,China
CN,CHN,430,2007,5511102,Other Multisector/Cross-cutting,38,8,China
