"project_id","donor","title","year","year_uncertain","description","sector","sector_comment","crs_sector","status","status_code","flow","all_recipients","sources","sources_count","funding_agency","implementing_agency","donor_agency","donor_agency_count","recipient_agencies","recipient_agencies_count","verified","verified_code","flow_class","flow_class_code","intent","intent_code","active","active_code","factiva_sources","amount","currency","deflators_used","exchange_rates_used","usd_defl","start_actual","start_planned","end_actual","end_planned","recipient_count","recipient_condensed","recipient_cow_code","recipient_oecd_code","recipient_oecd_name","recipient_iso3","recipient_iso2","recipient_un_code","recipient_imf_code","is_commercial","is_commercital","debt_uncertian","line_of_credit","is_cofinanced","loan_type","interest_rate","maturity","grace_period","grant_element"
"2028","China","Chinese Company invests 1.2 billion US dollars in Ghana (Duplicate of 189)","2010","false","In 2010, Bosai Minerals Group in Chongqing signed an MoU which will enable it to invest over $1.2 billion USD dollars in Ghana to jointly mine bauxite. The investment is part of a four year development plan to upgrade the production capacity of the Ghana Bauxite Company Limited in Awaso in the Western Region in which the Bonsai minerals recently acquired 80 percent shares. The investment is to be completed by 2014. It is unclear what the project's current status is.","Infrastructure, Energy and Mining","Bauxite Mining","","Pipeline/identification","1","Foreign direct investment (no public support)","Ghana","http://global.factiva.com/aa/?ref=BBCAPP0020100922e69m002bd&pp=1&fcpil=en&napc=S&sa_from=       , Factiva      , Donor media or official; http://global.factiva.com/aa/?ref=BBCAP00020100923e69n000mb&pp=1&fcpil=en&napc=S&sa_from=       , Factiva      , Recipient media or official","2","Bosai Minerals Group Co., Ltd., Private Sector","Bosai Minerals Group Co., Ltd., Private Sector; Ghana Bauxite Company Ltd., Public Private Partnership","Bosai Minerals Group Co., Ltd., Private Sector; Bosai Minerals Group Co., Ltd., Private Sector","2","Ghana Bauxite Company Ltd., Public Private Partnership","1","Checked","1","Vague (Official Finance)","5","Unset","","Inactive","2","http://global.factiva.com/aa/?ref=BBCAPP0020100922e69m002bd&pp=1&fcpil=en&napc=S&sa_from=         , Factiva        , Donor media or official; http://global.factiva.com/aa/?ref=BBCAP00020100923e69n000mb&pp=1&fcpil=en&napc=S&sa_from=         , Factiva        , Recipient media or official","1200000000.0","USD","1.0756432121391","1.0","1115611558.24","","","","","1","Ghana","452","241","Ghana","GHA","GH","288","652","Commercial","1","false","false","false","Unset","Unset","Unset","Unset","Unset"
"2430","China","Pipelines (Duplicate of 1649)","2011","true","563 words23 August 201106:56 AMReuters NewsLBAEnglish(c) 2011 Reuters LimitedBEIJING, Aug 23 (Reuters) - China's state energy giants are cautious about oil and gas investment under the rebel-ruled government in Libya, concerned about the uncertainty of a new regime and believing European firms will be politically favoured.(For a related story on China urges Libya to protect investments: )Instead companies like CNPC, CNOOC and Sinopec would be more comfortable providing services in oil prospecting, oilfield engineering and drilling, areas they focused on in the era of Muammar Gaddafi.The following gives a snapshot of Chinese firms' main oil-related activities in the north African nation.CRUDE SUPPLY PACTUnipec, the trading arm of state oil firm Sinopec, has a yearly crude supply pact under which China shipped in about 150,000 barrels a day last year, roughly 3 percent of the country's total imports.China started to raise sharply imports of Libyan crude oil since 2009 as a domestic refining boom prompted firms to scout for new supplies.Imports in the first four months of this year averaged 131,000 bpd, customs data show, before being cut off from May.Traders said the lost supply has been covered by oil from the Middle East.OIL SERVICESChina's oil firms have barely any equity oil production in Libya. Instead, they have focused on services, with two CNPC units -- Great Wall Drilling Co and BGP Inc -- among the most active in Libya. CNPC had about 400 staff there, CNOOC 77 and Sinopec less than 10.A Beijing-based oil service executive told Reuters on Tuesday that he expected engineering and service companies to return to Libya soon.'Post-war reconstruction needs more petroleum engineering services and these services are politically less sensitive and normally are done through international tenders,' he said.CNOOC's oilfield service company had four drilling rigs operating onshore.PetroChina , CNPC's listed arm, has no investment there. Sinopec's spokesperson Huang Wensheng said the firm would look out for new opportunities in Libya.'But the key is whether there will be good ones. The political situation is just too unclear. We have yet to conduct risk assessment on Libya, which is a necessary step in our overseas investment,' Huang said.PIPELINES, FAILED ACQUISITIONCNPC won a $230 million contract in 2002 to build twin 520 kilometre oil and gas pipelines for Italian firm Eni that link the Wafa field in south Libya with Melitah, about 50 km away from Tripoli.CNPC was forced to end a $417 million bid to acquire Canadian oil producer Verenex Energy Inc in 2009, after the Libyan government refused to approve the deal.CNPC was among the 47 qualified foreign firms to compete for acreage in an oil and gas licensing round in 2006.OTHER CONSTRUCTIONApart from oil services, Chinese state firms were building railways, houses and water supply projects in Libya.One such company, China Metallurgy Group Corp, was building a 5,000-apartment residential project and also infrastructure for a cement factory. The firm said in March that some 5 billion yuan ($780 million) of the contract was unfulfilled.China Railway Construction said early this year that about $3.55 billion worth of contracts in Libya were suspended due to the war.(Reporting by Chen Aizhu, Su Dan and Xu Wan; Editing by Michael Urquhart)CHINA-LIBYA/OILReuters LimitedDocument LBA0000020110823e78n000iz","Unset","","","Unset","","Unset","Libya","http://global.factiva.com/aa/?ref=LBA0000020110823e78n000iz&pp=1&fcpil=en&napc=S&sa_from=       , Factiva      , International media report","1","","","","","","","Raw","0","Unset","1","Unset","","Inactive","2","http://global.factiva.com/aa/?ref=LBA0000020110823e78n000iz&pp=1&fcpil=en&napc=S&sa_from=         , Factiva        , International media report","","","","","","","","","","1","Libya","620","133","Libya","LBY","LY","434","672","Not Commercial","2","false","false","false","Unset","Unset","Unset","Unset","Unset"
"2112","China","China Agrees to Cancel Part of Zambia's Debt","2001","false","In 2001, China agreed to cancel part of Zambia's debt worth 175 million Yuan (roughly $21 million USD). ","Debt Relief","","600","Completion","3","Debt forgiveness","Zambia","http://global.factiva.com/aa/?ref=xnews00020010724dx7o003e9&pp=1&fcpil=en&napc=S&sa_from=       , Factiva      , Donor media or official","1","","","","","","","Checked","1","ODA-like","2","Unset","","Inactive","2","http://global.factiva.com/aa/?ref=xnews00020010724dx7o003e9&pp=1&fcpil=en&napc=S&sa_from=         , Factiva        , Donor media or official","175000000.0","CNY","0.60138952444015","8.27706833333333","35156501.35","","","","","1","Zambia","551","288","Zambia","ZMB","ZM","894","754","Not Commercial","2","false","false","false","Unset","Unset","Unset","Unset","Unset"
"2150","China","Construction of power plant (Duplicate)","2002","false","5 June 2002 12:31 PMInterfax China Weekly Business IFXCDB English (c) 2002 Interfax Information Services, B.V. Beijing. June 6. INTERFAX-CHINA - The Export - Import Bank of China has offered two loans to Sudan to develop its oil and power industry. One loan will be used for phase two of the upgrade and expansion project of electric power system in Khartoum. Meanwhile a liquefied oil gas and diesel oil power plant is under construction. This project has been undertaken by the Harbin Power Station Project Co. Ltd and it is also supported by the loan from China's Government, Ranqi Zixun Wang reported. At the beginning of this year the Harbin Power Station Project Co. Ltd and the Sudan National Power Company signed the contract to build a combined cycle power plant, priced at USD 140 mln. It is China's first large-scale power station project in Africa, and includes a 100-km electric transportation line, the construction of a new substation and the expansion of an old one, Zhongguo Zidonghua Wang reported. - WX.  ","Infrastructure, Energy and Mining","","","Implementation","2","Loan (excluding debt rescheduling)","Sudan","http://global.factiva.com/aa/?ref=ifxcdb0020020606dy650005q&pp=1&fcpil=en&napc=S&sa_from=       , Factiva      , Donor media or official","1","Export-Import Bank of China, Government Agency","Harbin Power Equipment Co., Ltd., State-Owned Company","Export-Import Bank of China, Government Agency; Harbin Power Equipment Co., Ltd., State-Owned Company","2","","","Checked","1","Vague (Official Finance)","5","Unset","","Inactive","2","http://global.factiva.com/aa/?ref=ifxcdb0020020606dy650005q&pp=1&fcpil=en&napc=S&sa_from=         , Factiva        , Donor media or official","","","","","","","","","","1","Sudan","625","278","Sudan","SDN","SD","736","732","Not Commercial","2","false","false","false","Unset","Unset","Unset","Unset","Unset"
"2165","China","Loan for implementation of Water project (Duplicate)","2005","false","Beijing, 14 April: Sudan and a Chinese company signed a loan agreement of 32.5m dollars for implementation of Al-Fashir, Northern Darfur State, Water project.State Minister at the Ministry of Finance and National Economy, Dr Ahmad Majdhub signed for the government of Sudan, affirming keenness of his ministry to give access to drinkable waters to all areas of Sudan. In this regard, the minister commended the distinguished cooperation between Sudan and Chinese companies, resulting in many projects. The signing ceremony came on the sidelines of the meetings of the Chinese- Arab Economic Forum in Beijing. Source: Suna news agency web site, Khartoum, in English 14 Apr 05      In addition, Liu said Chinese companies have spent about 50 million dollars on development projects in Darfur, including 85 km of water pipelines, water wells and water containers.","Infrastructure, Energy and Mining","","140","Pipeline/identification","1","Loan (excluding debt rescheduling)","Sudan","http://global.factiva.com/aa/?ref=BBCMEP0020050414e14e0058x&pp=1&fcpil=en&napc=S&sa_from=       , Factiva      , Recipient media or official; http://www.china-un.org/eng/chinaandun/securitycouncil/regionalhotspots/africa/darfur/t468258.htm       , Google US      , Donor media or official","2","Chinese companies","","","","","","Checked","1","Vague (Official Finance)","5","Unset","","Inactive","2","http://global.factiva.com/aa/?ref=BBCMEP0020050414e14e0058x&pp=1&fcpil=en&napc=S&sa_from=         , Factiva        , Recipient media or official; http://www.china-un.org/eng/chinaandun/securitycouncil/regionalhotspots/africa/darfur/t468258.htm         , Factiva        , Donor media or official","32500000.0","USD","0.69665104956371","1.0","46651763.49","","","","","1","Sudan","625","278","Sudan","SDN","SD","736","732","Not Commercial","2","false","false","false","Unset","Unset","Unset","Unset","Unset"
"2169","China","Sports Stadium (Not a project, too early.)","1999","false","'7 November 2003 03:22 AMAssociated Press Newswires APRS English (c) 2003. The Associated Press. All Rights Reserved. LOME, Togo (AP) - As followers drummed and danced, Togo President Gnassingbe Eyadema laid the corner stone for a new multimillion-dollar presidential palace being built by the Chinese for the poor west African nation. Telecommunications Minister Faure Gnassingbe -- the president's son -- called the project 'a priority for Togo,' saying it would give the nation a palace 'befitting the dignity and status of a modern presidency.' Chinese diplomats and Togo leaders at Thursday's ceremony declined to give an exact price. The palace is the latest high-profile gift from the Chinese as they vie across Africa and much of the developing world for diplomatic recognition, in competition with Taiwan. Chinese also are competing with the West for oil, minerals and other resources in many West African nations. Other Chinese-built landmarks for Togo include a recently constructed US$36 million sports stadium, a hospital, and the Palace of Congress. Laying the cornerstone, Eyadema declared, 'The people of Togo are happy to celebrate with you the glory of Sino-Togolese friendship.' Eyadema took power in 1967 after Africa's first post-colonial coup, and stands today as Africa's longest-ruling leader. International rights organizations accuse his regime of suppressing the opposition and charge him with widespread rights abuses, and most aid to the tiny country remains frozen. A nation dependent mostly on commercial and subsistence agriculture, Togo has more than one-third of its 5.4 million people living in poverty. With development and economic reform stalled, roads and other infrastructure are crumbling. Opposition leaders condemned the mansion project. 'What Togo needs is a solid foundation for the country's move toward multiparty democracy,' said Cornelius Aidam, vice president of the Convergence Pan African Patriotic Party. 'Not a new presidential palace.' eg-ek  ''Five years ago, the Chinese constructed a modern football stadium complex in Kege, on the outskirts of Lome believed to have cost over 25 billion CFA Francs.'","Other (see notes)","Sports, culture","","Completion","3","In-kind contribution","Togo","http://global.factiva.com/aa/?ref=APRS000020031107dzb7001fs&pp=1&fcpil=en&napc=S&sa_from=       , Factiva      , International media report; http://global.factiva.com/aa/?ref=AFNWS00020040628e06s0015s&pp=1&fcpil=en&napc=S&sa_from=       , Factiva      , Recipient media or official","2","","","","","","","Raw","0","ODA-like","2","Unset","","Inactive","2","http://global.factiva.com/aa/?ref=APRS000020031107dzb7001fs&pp=1&fcpil=en&napc=S&sa_from=         , Factiva        , International media report; http://global.factiva.com/aa/?ref=AFNWS00020040628e06s0015s&pp=1&fcpil=en&napc=S&sa_from=         , Factiva        , Recipient media or official","36000000.0","USD","0.57730265562105","1.0","62358971.76","","","","","1","Togo","461","283","Togo","TGO","TG","768","742","Not Commercial","2","false","false","false","Unset","Unset","Unset","Unset","Unset"
"2177","China","Agro-technology demonstration center (Duplicate #2193)","2008","false","23 February 2008Xinhua News Agency XNEWS English (c) Copyright 2008 Xinhua News Agency LOME, Feb. 23 (Xinhua) -- The first meeting of the China-Togo Mixed Commission on Economy and Trade was held here Friday to strengthen bilateral cooperation. The meeting, jointly presided over by Togolese Foreign and Regional Integration Minister Leopold Messan Gnininvi and visiting Chinese Deputy Commerce Minister Wei Jianguo, was attended by seven other Togolese ministers, members of the Chinese delegation and some Chinese entrepreneurs. At the meeting, both sides reviewed the development of bilateral economic and trade ties in recent years, and reached consensus on a variety of issues. The two sides also signed seven agreements on economic and technological cooperation. Under the agreements, China will provide financial aid for Togo to fund some projects chosen by the two governments, and supply materials worth 5 million yuan (about 700,000 U.S. dollars). Moreover, China will help build an agro-technology demonstration center, two rural primary schools and one anti-malaria center in this Western African country. The next meeting of the cconomic committee will be held in Beijing, with its specific date to be fixed. An economic and trade delegation led by Wei paid a visit to Togo from Thursday to Saturday. Togolese President Faure Gnassingbe and Prime Minister Komlan  ","Agriculture, Fishing and Forestry","","310","Pipeline/identification","1","In-kind contribution","Togo","http://global.factiva.com/aa/?ref=XNEWS00020080223e42n005hb&pp=1&fcpil=en&napc=S&sa_from=       , Factiva      , Donor media or official","1","","","","","","","Checked","1","ODA-like","2","Unset","","Inactive","2","http://global.factiva.com/aa/?ref=XNEWS00020080223e42n005hb&pp=1&fcpil=en&napc=S&sa_from=         , Factiva        , Donor media or official","","","","","","","","","","1","Togo","461","283","Togo","TGO","TG","768","742","Not Commercial","2","false","false","false","Unset","Unset","Unset","Unset","Unset"
"2179","China","Second Foodstuffs for the disadvantaged (Inactive: Duplicate project #13901)","2006","false","13 December 2006 10:16 AMBBC Monitoring Africa BBCAP English (c) 2006 The British Broadcasting Corporation. All Rights Reserved. No material may be reproduced except with the express permission of The British Broadcasting Corporation. Text of report by Radio Togo on 13 December [Presenter] Another proof of the good and cordial relations between Togo and China: The Chinese ambassador, Zhang Shixian, yesterday made a donation to the deprived population of Togo. Our correspondent [name indistinct] reports. [Reporter] It is a package of four tonnes of rice, 60 cartons of sweets, toys, biscuits as well as exercise books, among others, that the minister of social affairs, Memunatu Ibrahima, received yesterday from the Chinese ambassador. The purpose of this donation is to assist deprived persons during this end of year period and to effectively demonstrate the good relations which are being cultivated by Chinese and Togolese leaders. It will be recalled that last year also, over 1,000 children benefited from this Chinese assistance. Source: Radio Togo, Lome, in French 1230 gmt 13 Dec 06  ","Food Aid (non-disaster)","","520","Completion","3","In-kind contribution","Togo","http://global.factiva.com/aa/?ref=BBCAP00020061213e2cd001xh&pp=1&fcpil=en&napc=S&sa_from=       , Factiva      , Recipient media or official","1","","","","","","","Checked","1","ODA-like","2","Unset","","Inactive","2","http://global.factiva.com/aa/?ref=BBCAP00020061213e2cd001xh&pp=1&fcpil=en&napc=S&sa_from=         , Factiva        , Recipient media or official","","","","","","","","","","1","Togo","461","283","Togo","TGO","TG","768","742","Not Commercial","2","false","false","false","Unset","Unset","Unset","Unset","Unset"
"2299","China","China Nonferrous to build Zambia smelter","2006","false","In November of 2006, state-owned China Nonferrous Metal Mining Co. Ltd. signed an MoU with the Zambian government to establish a 150,000mt/year of crude copper smelting plant at the Chambishi mine in Zambia. The signing ceremony was in the presence of President Levy Patrick Mwanawasa, Chinese Ambassador to Zambia Li Baodong, and Zambian Ambassador to China David Saviye. CNMC will invest $220 million USD at the Chambishi Mine in Zambia. Zambian Minister of Foreign Affairs Mundia Sikatana signed the MoU and welcomed the investment of Chinese companies. The smelter will be put into operation at the end of 2008. The project appears to be tied.","Infrastructure, Energy and Mining","","","Pipeline/identification","1","Foreign direct investment (no public support)","Zambia","http://global.factiva.com/aa/?ref=MW00000020061204e2bk00007&pp=1&fcpil=en&napc=S&sa_from=       , Factiva      , International media report","1","","","China Nonferrous Metal Mining (Group) Co., Ltd. (CNMC), State-Owned Company","1","","","Checked","1","ODA-like","2","Unset","","Inactive","2","http://global.factiva.com/aa/?ref=MW00000020061204e2bk00007&pp=1&fcpil=en&napc=S&sa_from=         , Factiva        , International media report","200000000.0","USD","0.74305214409552","1.0","269160114.25","","","01 January 2009","01 December 2008","1","Zambia","551","288","Zambia","ZMB","ZM","894","754","Commercial","1","false","false","false","Unset","Unset","Unset","Unset","Unset"
"2300","China","China to lend US$396m to renovate power station","2007","false","Feb 9 (Reuters) - China's President Hu Jintao ended an eight-nation tour of Africa in the palm-fringed Seychelles archipelago on Friday where he was expected to offer aid worth more than $16 million.Hu was set to spend just over 24 hours on the Seychelles, arriving from Mozambique on Friday at the end of a tour which also took him to Cameroon, Liberia, Sudan, Namibia, South Africa, Zambia and Mozambique.Here are some details of the deals China has made on Hu's African tour.* CAMEROON:-- Hu signed eight accords with Cameroon and cancelled its debt to China pledging nearly $100 million. They included a 40 million yuan ($5.15 million) grant and 30 million yuan ($3.86 million) interest-free loan for economic and technical cooperation, as well as two concessional loans of 350 million yuan ($45.02 million) each, one for telecoms projects. * LIBERIA:-- Hu signed agreements to donate anti-malarial drugs, cancelled more than $10 million in debt owed to Beijing, and waived duties on Liberian exports to China. He also agreed to projects worth $25 million over two years to help Liberia rebuild after the 1989-2003 civil war. * SUDAN:-- Hu pledged 40 million yuan ($4.8 million) in humanitarian aid for Darfur. He also wrote off up to $70 million in Sudanese debts and signed economic deals including a 100 million yuan interest-free loan for Sudan to build a new presidential palace.* ZAMBIA: -- China is to lend Zambia $396 million to renovate a major power station and improve its rural telecommunications infrastructure. China pledged $800 million in investment in Zambia over the next three years.* NAMIBIA:-- Hu signed agreements to boost economic ties and provide funding and expertise for schools and tourism.* SOUTH AFRICA:-- President Hu signed economic and agricultural deals and pledged to close the trade gap in trade with South Africa. * MOZAMBIQUE:-- In Maputo, Hu held talks with President Armando Guebuza and announced a 1.2 billion yuan ($154.9 million) package of interest-free loans for the country's agriculture, health and education sectors.-- China cancelled $20 million of Mozambique's debt. * SEYCHELLES:-- Alain-Butler Payette, Secretary of State, said China is expected to sign five agreements relating to grants totalling 100 million (Seychelles) rupees ($16.5 million).AFRICA-CHINA/SEYCHELLES (FACTBOX)|LANGEN|AFA|CSA|LBY|RWSA|RWS|REULB|GNS|G|RBN|ABN|M|D|AFN|Z|RNA|RNP|DNP|PGE|SXNADocument LBA0000020070209e3290020x","Infrastructure, Energy and Mining","","","Pipeline/identification","1","Loan (excluding debt rescheduling)","Zambia","http://global.factiva.com/aa/?ref=LBA0000020070209e3290020x&pp=1&fcpil=en&napc=S&sa_from=       , Factiva      , International media report","1","","","","","","","Checked","1","ODA-like","2","Unset","","Inactive","2","http://global.factiva.com/aa/?ref=LBA0000020070209e3290020x&pp=1&fcpil=en&napc=S&sa_from=         , Factiva        , International media report","396000000.0","USD","0.8379948373178","1.0","472556610.57","","","","","1","Zambia","551","288","Zambia","ZMB","ZM","894","754","Not Commercial","2","false","false","false","Unset","Unset","Unset","Unset","Unset"
"2309","China","Chinese investors to establish a manganese processing plant in Zambia with an initial investment of $10 million (duplicate)","2007","false","Chinese investors, operating as Chiman Manufacturing Ltd, plan to establish a manganese processing plant in Zambia with an initial investment of $10 million later this year. The plant would be in Kabwe at the former Zambia Consolidated Copper Mines lead and zinc mine which was closed in 1984.Company deputy general manager, Lee Ke Kun, told Platts Thursday that the company would obtain its raw manganese from its high grade manganese operation in Mkushi, a district in Central Zambia, known for its abundance of manganese deposits. He said the company would have no market problems for its product as the plant would be the first of its kind in Zambia. Lee Ke Kun did not say how much manganese the company would process.Zambia's most notable manganese operation was in Mansa, northern Zambia, which once hosted the country's only dry cell battery manufacturing plant. The manganese mines at Mansa, however, have been unproductive since economic liberalization policies led to the collapse of the battery factory in the late 1990s. Also, data released by alternative investment market and Franfurt listed Red Rock Resources plc in April 2006 indicated that manganese samples from the Mkushi prospect returned analytical results of up to 52% manganese. Red Rock Chairman, Andrew Bell whose company holds a license covering 400 hectars at Chifwefwe, said the results were encouraging. --James Mwambazi, newsdesk@platts.com ","Infrastructure, Energy and Mining","","","Pipeline/identification","1","Foreign direct investment (no public support)","Zambia","http://global.factiva.com/aa/?ref=PLATT00020070405e3450015r&pp=1&fcpil=en&napc=S&sa_from=       , Factiva      , International media report","1","","","","","","","Raw","0","OOF-like","3","Unset","","Inactive","2","http://global.factiva.com/aa/?ref=PLATT00020070405e3450015r&pp=1&fcpil=en&napc=S&sa_from=         , Factiva        , International media report","10000000.0","USD","0.8379948373178","1.0","11933247.74","","","","","1","Zambia","551","288","Zambia","ZMB","ZM","894","754","Commercial","1","false","false","false","Unset","Unset","Unset","Unset","Unset"
"2310","China","china invested US$100 million in Chambishi copper mine (duplicate)","2007","false","ct. 30, 2007 (China Knowledge) - Non-ferrous China Africa, a subsidiary of the State-owned China Non-ferrous Metals Mining Corporation (CNMC) announced on Saturday that it has invested US$100 million in Chambishi copper mine in Zambia, reported China Daily. The copper mine project, scheduled to be completed within three years, has an estimated copper reserve of 34 million tons with a copper grade of 2.03%. It is expected to produce 1 million tons of copper annually in 25 years. Chambishi copper mine, one of the earliest privatized mining units in Zambia, was reopened in July 2003 after closing for about 13 years. The mining in the main ore is capable to produce 24,000 tons of copper per year. CNMC, the largest owner of non-ferrous metal mines in China, has business covering investment, development and management of non-ferrous metal mines both at home and abroad. It has taken over the Chambishi copper in May 1998.Document CHIKNO0020071030e3au0002u","Infrastructure, Energy and Mining","","","Completion","3","Foreign direct investment (no public support)","Zambia","http://global.factiva.com/aa/?ref=CHIKNO0020071030e3au0002u&pp=1&fcpil=en&napc=S&sa_from=       , Factiva      , Donor media or official","1","Eni S.p.A., Government Agency","","","","","","Raw","0","OOF-like","3","Unset","","Inactive","2","http://global.factiva.com/aa/?ref=CHIKNO0020071030e3au0002u&pp=1&fcpil=en&napc=S&sa_from=         , Factiva        , Donor media or official","100000000.0","USD","0.8379948373178","1.0","119332477.42","","","","","1","Zambia","551","288","Zambia","ZMB","ZM","894","754","Commercial","1","false","false","false","Unset","Unset","Unset","Unset","Unset"
"2353","China","Souapiti Dam construction- duplicate with 2356","2006","false","China donates rice, fertilizer to Guinea267 words1 November 200612:17 PMBBC Monitoring AfricaBBCAPEnglish(c) 2006 The British Broadcasting Corporation. All Rights Reserved. No material may be reproduced except with the express permission of The British Broadcasting Corporation.Text of report by Guineenews website on 30 OctoberLast weekend China donated 3.127 metric tonnes of rice, 667 tonnes of chemical fertilizers, and 16 tonnes of seedlings to the Republic of Guinea, a country blessed with vast agricultural plains.This donation by the People's Republic of China brings the total amount to approximately over 11bn Guinea francs (1.1bn Cfa francs).The charge d'affaires of the Chinese embassy made the following observation during the presentation of the donation: 'This donation of rice, fertilizer and seedlings is a way for my country to assist Guinea in ensuring its food supply while significantly reducing the country's dependency on rice exports.'In the presence of Cooperation Minister Mrs Sidibe Fatoumata Kaba, the Chinese diplomat added that this token was an expression of the will of his government to maintain and strengthen the 40-year-old relations between both nations.According to some sources, Guinea's imports of white rice are primarily from Asian countries and are estimated to be over 300,000 metric tonnes per year because the Guinean farming sector lacks public and private investment.Recently China has made no mystery of its plans to invest in Guinea.Through the medium of Eximbank and Syno-Hydro (a company specializing in international large-scale projects) the Chinese government funded the construction of a dam in the town of Souapiti, with a ceiling of about 1bn dollars.Last September China also cancelled Guinea's debt in the amount of 45m dollars.Source: Guineenews website in French 30 Oct 06a54d8b4fDocument BBCAP00020061101e2b1001xh","Infrastructure, Energy and Mining","Hydropower","","Completion","3","Unset","Guinea","http://global.factiva.com/aa/?ref=BBCAP00020061101e2b1001xh&pp=1&fcpil=en&napc=S&sa_from=       , Factiva      , Recipient media or official","1","Export-Import Bank of China, Government Agency","","Export-Import Bank of China, Government Agency","1","","","Raw","0","Vague (Official Finance)","5","Unset","","Inactive","2","http://global.factiva.com/aa/?ref=BBCAP00020061101e2b1001xh&pp=1&fcpil=en&napc=S&sa_from=         , Factiva        , Recipient media or official","1000000000.0","USD","0.74305214409552","1.0","1345800571.26","","","","","1","Guinea","438","243","Guinea","GIN","GN","324","656","Not Commercial","2","false","false","false","Unset","Unset","Unset","Unset","Unset"
"2317","China","US$420m loan to fund power project","2009","false","In addition to the aid provided by China's Ex-Im BankLUSAKA, Oct 5 (Reuters) - A southern African bank will provide a $60 million loan to Zambia, and China will give a further $420 million loan to fund a power project meant to plug a power deficit, state-run power utility Zesco said on Monday.Zesco acting managing director Cyprian Chitundu said China's Exim Bank will release the $420 million after Zambia obtains $60 million for the Kariba North Bank hydro power expansion project from the Development Bank of Southern Africa (DBSA).The Kariba North Bank plant generates 720 MW, mainly feeding copper and cobalt mines, and will be expanded by 360 MW by 2012 when the projected is completed.Zambia, Africa's largest copper producer, is upgrading its power generation capacity to meet rising demand and help to boost supply in the region.'DBSA has agreed to (provide) the...$60 million (partial financing), but we have not reached financial closure. We are almost at the point of closing the deal,' Chitundu told Reuters.Chitundu said Zesco, which engaged China's Sinohydro last year to start the Kariba North bank expansion project had already spent $18 million on the project, where a fire damaged the plant and killed two workers a fortnight ago.Chitundu said Zesco will also seek a total of $220 million from the Africa Development Bank (AfDB) and European Investment Bank (EIB) to develop the Ithezi-Tezhi power project, where 120 MW will be generated.Zambia generates 1,400 MW of electricity and consumes about 800 MW during the day, but demand rises to 1,500 MW at peak during the night.ZAMBIA-POWER/|LANGEN|AFN|Z|SF|ABN|C|MTL|D|DNPDocument LBA0000020091005e5a5000jo","Infrastructure, Energy and Mining","","","Pipeline/identification","1","Loan (excluding debt rescheduling)","Zambia","http://global.factiva.com/redir/default.aspx?P=sa&an=LBA0000020091005e5a5000jo&cat=a&ep=ASE       , Factiva      , International media report","1","","","","","Zambia Electricity Supply Corp. (ZESCO), Public Private Partnership","1","Raw","0","Vague (Official Finance)","5","Unset","","Inactive","2","http://global.factiva.com/redir/default.aspx?P=sa&an=LBA0000020091005e5a5000jo&cat=a&ep=ASE         , Factiva        , International media report","420000000.0","USD","1.0","1.0","420000000.0","","","","","1","Zambia","551","288","Zambia","ZMB","ZM","894","754","Not Commercial","2","false","false","false","Unset","Unset","Unset","Unset","Unset"
